"EVENT_ID","POT_ID","YEAR","SITE_ID","STATION","FK_GEAR_PERFORMANCE_CODE","POT_TYPE_CODE","GEAR_COMMENTS","SAMPLE_POT","COMMENTS","ID","OLDID","Pot_Count","Stratum"
"1992P04014","6","1992","4","B","01","K",,"Sample","",,"92149",1,
"1992P04014","7","1992","4","B","01","K",,"Sample","",,"92150",1,
"1992P04014","8","1992","4","B","01","K",,"Sample","",,"92151",1,
"1992P04014","9","1992","4","B","01","K",,"Sample","",,"92152",1,
"1992P04015","1","1992","4","C","01","K",,"Sample","",,"92155",1,
"1992P04015","10","1992","4","C","01","K",,"Sample","",,"92164",1,
"1992P04015","11","1992","4","C","01","K",,"Sample","",,"92165",1,
"1992P04015","2","1992","4","C","01","K",,"Sample","",,"92156",1,
"1992P04015","3","1992","4","C","01","K",,"Sample","",,"92157",1,
"1992P04015","4","1992","4","C","01","K",,"Sample","",,"92158",1,
"1992P04015","5","1992","4","C","01","K",,"Sample","",,"92159",1,
"1992P04015","6","1992","4","C","01","K",,"Sample","",,"92160",1,
"1992P04015","7","1992","4","C","01","K",,"Sample","",,"92161",1,
"1992P04015","8","1992","4","C","01","K",,"Sample","",,"92162",1,
"1992P04015","9","1992","4","C","01","K",,"Sample","",,"92163",1,
"1992P04016","1","1992","4","D","01","K",,"Sample","",,"92166",1,
"1992P04016","10","1992","4","D","01","K",,"Sample","",,"92175",1,
"1992P04016","11","1992","4","D","01","K",,"Sample","",,"92176",1,
"1992P04016","2","1992","4","D","01","K",,"Sample","",,"92167",1,
"1992P04016","3","1992","4","D","01","K",,"Sample","",,"92168",1,
"1992P04016","4","1992","4","D","01","K",,"Sample","",,"92169",1,
"1992P04016","5","1992","4","D","01","K",,"Sample","",,"92170",1,
"1992P04016","6","1992","4","D","01","K",,"Sample","",,"92171",1,
"1992P04016","7","1992","4","D","01","K",,"Sample","",,"92172",1,
"1992P04016","8","1992","4","D","01","K",,"Sample","",,"92173",1,
"1992P04016","9","1992","4","D","01","K",,"Sample","",,"92174",1,
"1992P04017","1","1992","6","A","01","K",,"Sample","",,"92221",1,
"1992P04017","10","1992","6","A","01","K",,"Sample","",,"92230",1,
"1992P04017","11","1992","6","A","01","K",,"Sample","",,"92231",1,
"1992P04017","2","1992","6","A","01","K",,"Sample","",,"92222",1,
"1992P04017","3","1992","6","A","01","K",,"Sample","",,"92223",1,
"1992P04017","4","1992","6","A","01","K",,"Sample","",,"92224",1,
"1992P04017","5","1992","6","A","01","K",,"Sample","",,"92225",1,
"1992P04017","6","1992","6","A","01","K",,"Sample","",,"92226",1,
"1992P04017","7","1992","6","A","01","K",,"Sample","",,"92227",1,
"1992P04017","8","1992","6","A","01","K",,"Sample","",,"92228",1,
"1992P04017","9","1992","6","A","01","K",,"Sample","",,"92229",1,
"1992P04018","1","1992","6","B","01","K",,"Sample","",,"92232",1,
"1992P04018","10","1992","6","B","01","K",,"Sample","",,"92241",1,
"1992P04018","11","1992","6","B","01","K",,"Sample","",,"92242",1,
"1992P04018","2","1992","6","B","01","K",,"Sample","",,"92233",1,
"1992P04018","3","1992","6","B","01","K",,"Sample","",,"92234",1,
"1992P04018","4","1992","6","B","01","K",,"Sample","",,"92235",1,
"1992P04018","5","1992","6","B","01","K",,"Sample","",,"92236",1,
"1992P04018","6","1992","6","B","01","K",,"Sample","",,"92237",1,
"1992P04018","7","1992","6","B","01","K",,"Sample","",,"92238",1,
"1992P04018","8","1992","6","B","01","K",,"Sample","",,"92239",1,
"1992P04018","9","1992","6","B","01","K",,"Sample","",,"92240",1,
"1992P04019","1","1992","6","C","01","K",,"Sample","",,"92243",1,
"1992P04019","10","1992","6","C","01","K",,"Sample","",,"92252",1,
"1992P04019","11","1992","6","C","01","K",,"Sample","",,"92253",1,
"1992P04019","2","1992","6","C","01","K",,"Sample","",,"92244",1,
"1992P04019","3","1992","6","C","01","K",,"Sample","",,"92245",1,
"1992P04019","4","1992","6","C","01","K",,"Sample","",,"92246",1,
"1992P04019","5","1992","6","C","01","K",,"Sample","",,"92247",1,
"1992P04019","6","1992","6","C","01","K",,"Sample","",,"92248",1,
"1992P04019","7","1992","6","C","01","K",,"Sample","",,"92249",1,
"1992P04019","8","1992","6","C","01","K",,"Sample","",,"92250",1,
"1992P04019","9","1992","6","C","01","K",,"Sample","",,"92251",1,
"1992P04020","1","1992","6","D","01","K",,"Sample","",,"92254",1,
"1992P04020","10","1992","6","D","01","K",,"Sample","",,"92263",1,
"1992P04020","11","1992","6","D","01","K",,"Sample","",,"92264",1,
"1992P04020","2","1992","6","D","01","K",,"Sample","",,"92255",1,
"1992P04020","3","1992","6","D","01","K",,"Sample","",,"92256",1,
"1992P04020","4","1992","6","D","01","K",,"Sample","",,"92257",1,
"1992P04020","5","1992","6","D","01","K",,"Sample","",,"92258",1,
"1992P04020","6","1992","6","D","01","K",,"Sample","",,"92259",1,
"1992P04020","7","1992","6","D","01","K",,"Sample","",,"92260",1,
"1992P04020","8","1992","6","D","01","K",,"Sample","",,"92261",1,
"1992P04020","9","1992","6","D","01","K",,"Sample","",,"92262",1,
"1992P04021","1","1992","8","A","01","K",,"Sample","",,"92320",1,
"1992P04021","10","1992","8","A","01","K",,"Sample","",,"92329",1,
"1992P04021","11","1992","8","A","01","K",,"Sample","",,"92330",1,
"1992P04021","2","1992","8","A","01","K",,"Sample","",,"92321",1,
"1992P04021","3","1992","8","A","01","K",,"Sample","",,"92322",1,
"1992P04021","4","1992","8","A","01","K",,"Sample","",,"92323",1,
"1992P04021","5","1992","8","A","01","K",,"Sample","",,"92324",1,
"1992P04021","6","1992","8","A","01","K",,"Sample","",,"92325",1,
"1992P04021","7","1992","8","A","01","K",,"Sample","",,"92326",1,
"1992P04021","8","1992","8","A","01","K",,"Sample","",,"92327",1,
"1992P04021","9","1992","8","A","01","K",,"Sample","",,"92328",1,
"1992P04022","1","1992","8","B","01","K",,"Sample","",,"92331",1,
"1992P04022","10","1992","8","B","01","K",,"Sample","",,"92340",1,
"1992P04022","11","1992","8","B","01","K",,"Sample","",,"92341",1,
"1992P04022","2","1992","8","B","01","K",,"Sample","",,"92332",1,
"1992P04022","3","1992","8","B","01","K",,"Sample","",,"92333",1,
"1992P04022","4","1992","8","B","01","K",,"Sample","",,"92334",1,
"1992P04022","5","1992","8","B","01","K",,"Sample","",,"92335",1,
"1992P04022","6","1992","8","B","01","K",,"Sample","",,"92336",1,
"1992P04022","7","1992","8","B","01","K",,"Sample","",,"92337",1,
"1992P04022","8","1992","8","B","01","K",,"Sample","",,"92338",1,
"1992P04022","9","1992","8","B","01","K",,"Sample","",,"92339",1,
"1992P04023","1","1992","8","C","01","K",,"Sample","",,"92342",1,
"1992P04023","10","1992","8","C","01","K",,"Sample","",,"92351",1,
"1992P04023","11","1992","8","C","01","K",,"Sample","",,"92352",1,
"1992P04023","2","1992","8","C","01","K",,"Sample","",,"92343",1,
"1992P04023","3","1992","8","C","01","K",,"Sample","",,"92344",1,
"1992P04023","4","1992","8","C","01","K",,"Sample","",,"92345",1,
"1992P04023","5","1992","8","C","01","K",,"Sample","",,"92346",1,
"1992P04023","6","1992","8","C","01","K",,"Sample","",,"92347",1,
"1992P04023","7","1992","8","C","01","K",,"Sample","",,"92348",1,
"1992P04023","8","1992","8","C","01","K",,"Sample","",,"92349",1,
"1992P04023","9","1992","8","C","01","K",,"Sample","",,"92350",1,
"1992P04024","1","1992","8","D","01","K",,"Sample","",,"92353",1,
"1992P04024","10","1992","8","D","01","K",,"Sample","",,"92362",1,
"1992P04024","11","1992","8","D","01","K",,"Sample","",,"92363",1,
"1992P04024","2","1992","8","D","01","K",,"Sample","",,"92354",1,
"1992P04024","3","1992","8","D","01","K",,"Sample","",,"92355",1,
"1992P04024","4","1992","8","D","01","K",,"Sample","",,"92356",1,
"1992P04024","5","1992","8","D","01","K",,"Sample","",,"92357",1,
"1992P04024","6","1992","8","D","01","K",,"Sample","",,"92358",1,
"1992P04024","7","1992","8","D","01","K",,"Sample","",,"92359",1,
"1992P04024","8","1992","8","D","01","K",,"Sample","",,"92360",1,
"1992P04024","9","1992","8","D","01","K",,"Sample","",,"92361",1,
"1992P04025","1","1992","8","E","01","K",,"Sample","",,"92364",1,
"1992P04025","10","1992","8","E","01","K",,"Sample","",,"92373",1,
"1992P04025","11","1992","8","E","01","K",,"Sample","",,"92374",1,
"1992P04025","2","1992","8","E","01","K",,"Sample","",,"92365",1,
"1992P04025","3","1992","8","E","01","K",,"Sample","",,"92366",1,
"1992P04025","4","1992","8","E","01","K",,"Sample","",,"92367",1,
"1992P04025","5","1992","8","E","01","K",,"Sample","",,"92368",1,
"1992P04025","6","1992","8","E","01","K",,"Sample","",,"92369",1,
"1992P04025","7","1992","8","E","01","K",,"Sample","",,"92370",1,
"1992P04025","8","1992","8","E","01","K",,"Sample","",,"92371",1,
"1992P04025","9","1992","8","E","01","K",,"Sample","",,"92372",1,
"1992P04026","1","1992","5","A","01","K",,"Sample","",,"92177",1,
"1992P04026","10","1992","5","A","20","K","L","Sample","",,"92186",1,
"1992P04026","11","1992","5","A","01","K",,"Sample","",,"92187",1,
"1992P04026","2","1992","5","A","01","K",,"Sample","",,"92178",1,
"1992P04026","3","1992","5","A","01","K",,"Sample","",,"92179",1,
"1992P04026","4","1992","5","A","01","K",,"Sample","",,"92180",1,
"1992P04026","5","1992","5","A","01","K",,"Sample","",,"92181",1,
"1992P04026","6","1992","5","A","01","K",,"Sample","",,"92182",1,
"1992P04026","7","1992","5","A","01","K",,"Sample","",,"92183",1,
"1992P04026","8","1992","5","A","01","K",,"Sample","",,"92184",1,
"1992P04026","9","1992","5","A","01","K",,"Sample","",,"92185",1,
"1992P04027","1","1992","5","B","01","K",,"Sample","",,"92188",1,
"1992P04027","10","1992","5","B","01","K",,"Sample","",,"92197",1,
"1992P04027","11","1992","5","B","01","K",,"Sample","",,"92198",1,
"1992P04027","2","1992","5","B","01","K",,"Sample","",,"92189",1,
"1992P04027","3","1992","5","B","01","K",,"Sample","",,"92190",1,
"1992P04027","4","1992","5","B","01","K",,"Sample","",,"92191",1,
"1992P04027","5","1992","5","B","01","K",,"Sample","",,"92192",1,
"1992P04027","6","1992","5","B","01","K",,"Sample","",,"92193",1,
"1992P04027","7","1992","5","B","01","K",,"Sample","",,"92194",1,
"1992P04027","8","1992","5","B","01","K",,"Sample","",,"92195",1,
"1992P04027","9","1992","5","B","01","K",,"Sample","",,"92196",1,
"1992P04028","1","1992","5","C","01","K",,"Sample","",,"92199",1,
"1992P04028","10","1992","5","C","01","K",,"Sample","",,"92208",1,
"1992P04028","11","1992","5","C","01","K",,"Sample","",,"92209",1,
"1992P04028","2","1992","5","C","01","K",,"Sample","",,"92200",1,
"1992P04028","3","1992","5","C","01","K",,"Sample","",,"92201",1,
"1992P04028","4","1992","5","C","01","K",,"Sample","",,"92202",1,
"1992P04028","5","1992","5","C","01","K",,"Sample","",,"92203",1,
"1992P04028","6","1992","5","C","01","K",,"Sample","",,"92204",1,
"1992P04028","7","1992","5","C","01","K",,"Sample","",,"92205",1,
"1992P04028","8","1992","5","C","01","K",,"Sample","",,"92206",1,
"1992P04028","9","1992","5","C","01","K",,"Sample","",,"92207",1,
"1992P04029","1","1992","5","D","01","K",,"Sample","",,"92210",1,
"1992P04029","10","1992","5","D","01","K",,"Sample","",,"92219",1,
"1992P04029","11","1992","5","D","01","K",,"Sample","",,"92220",1,
"1992P04029","2","1992","5","D","01","K",,"Sample","",,"92211",1,
"1992P04029","3","1992","5","D","01","K",,"Sample","",,"92212",1,
"1992P04029","4","1992","5","D","01","K",,"Sample","",,"92213",1,
"1992P04029","5","1992","5","D","01","K",,"Sample","",,"92214",1,
"1992P04029","6","1992","5","D","01","K",,"Sample","",,"92215",1,
"1992P04029","7","1992","5","D","01","K",,"Sample","",,"92216",1,
"1992P04029","8","1992","5","D","01","K",,"Sample","",,"92217",1,
"1992P04029","9","1992","5","D","01","K",,"Sample","",,"92218",1,
"1992P04031","1","1992","7","A","01","K",,"Sample","",,"92265",1,
"1992P04031","10","1992","7","A","01","K",,"Sample","",,"92274",1,
"1992P04031","11","1992","7","A","01","K",,"Sample","",,"92275",1,
"1992P04031","2","1992","7","A","01","K",,"Sample","",,"92266",1,
"1992P04031","3","1992","7","A","01","K",,"Sample","",,"92267",1,
"1992P04031","4","1992","7","A","01","K",,"Sample","",,"92268",1,
"1992P04031","5","1992","7","A","01","K",,"Sample","",,"92269",1,
"1992P04031","6","1992","7","A","01","K",,"Sample","",,"92270",1,
"1992P04031","7","1992","7","A","01","K",,"Sample","",,"92271",1,
"1992P04031","8","1992","7","A","01","K",,"Sample","",,"92272",1,
"1992P04001","1","1992","1","C","01","K",,"Sample","",,"92023",1,
"1992P04001","10","1992","1","C","01","K",,"Sample","",,"92032",1,
"1992P04001","11","1992","1","C","01","K",,"Sample","",,"92033",1,
"1992P04001","2","1992","1","C","01","K",,"Sample","",,"92024",1,
"1992P04001","3","1992","1","C","01","K",,"Sample","",,"92025",1,
"1992P04001","4","1992","1","C","01","K",,"Sample","",,"92026",1,
"1992P04001","5","1992","1","C","01","K",,"Sample","",,"92027",1,
"1992P04001","6","1992","1","C","01","K",,"Sample","",,"92028",1,
"1992P04001","7","1992","1","C","01","K",,"Sample","",,"92029",1,
"1992P04001","8","1992","1","C","01","K",,"Sample","",,"92030",1,
"1992P04001","9","1992","1","C","01","K",,"Sample","",,"92031",1,
"1992P04002","1","1992","1","D","01","K",,"Sample","",,"92034",1,
"1992P04002","10","1992","1","D","01","K",,"Sample","",,"92043",1,
"1992P04002","11","1992","1","D","01","K",,"Sample","",,"92044",1,
"1992P04002","2","1992","1","D","01","K",,"Sample","",,"92035",1,
"1992P04002","3","1992","1","D","01","K",,"Sample","",,"92036",1,
"1992P04002","4","1992","1","D","01","K",,"Sample","",,"92037",1,
"1992P04002","5","1992","1","D","01","K",,"Sample","",,"92038",1,
"1992P04002","6","1992","1","D","01","K",,"Sample","",,"92039",1,
"1992P04002","7","1992","1","D","01","K",,"Sample","",,"92040",1,
"1992P04002","8","1992","1","D","01","K",,"Sample","",,"92041",1,
"1992P04002","9","1992","1","D","01","K",,"Sample","",,"92042",1,
"1992P04003","1","1992","1","A","01","K",,"Sample","",,"92001",1,
"1992P04003","10","1992","1","A","01","K",,"Sample","",,"92010",1,
"1992P04003","11","1992","1","A","01","K",,"Sample","",,"92011",1,
"1992P04003","2","1992","1","A","01","K",,"Sample","",,"92002",1,
"1992P04003","3","1992","1","A","01","K",,"Sample","",,"92003",1,
"1992P04003","4","1992","1","A","01","K",,"Sample","",,"92004",1,
"1992P04003","5","1992","1","A","01","K",,"Sample","",,"92005",1,
"1992P04003","6","1992","1","A","01","K",,"Sample","",,"92006",1,
"1992P04003","7","1992","1","A","01","K",,"Sample","",,"92007",1,
"1992P04003","8","1992","1","A","20","K","L","Sample","",,"92008",1,
"1992P04003","9","1992","1","A","01","K",,"Sample","",,"92009",1,
"1992P04004","1","1992","1","B","01","K",,"Sample","",,"92012",1,
"1992P04004","10","1992","1","B","01","K",,"Sample","",,"92021",1,
"1992P04004","11","1992","1","B","01","K",,"Sample","",,"92022",1,
"1992P04004","2","1992","1","B","01","K",,"Sample","",,"92013",1,
"1992P04004","3","1992","1","B","01","K",,"Sample","",,"92014",1,
"1992P04004","4","1992","1","B","01","K",,"Sample","",,"92015",1,
"1992P04004","5","1992","1","B","01","K",,"Sample","",,"92016",1,
"1992P04004","6","1992","1","B","01","K",,"Sample","",,"92017",1,
"1992P04004","7","1992","1","B","01","K",,"Sample","",,"92018",1,
"1992P04004","8","1992","1","B","01","K",,"Sample","",,"92019",1,
"1992P04004","9","1992","1","B","01","K",,"Sample","",,"92020",1,
"1992P04005","1","1992","2","A","01","K",,"Sample","",,"92045",1,
"1992P04005","10","1992","2","A","01","K",,"Sample","",,"92054",1,
"1992P04005","11","1992","2","A","01","K",,"Sample","",,"92055",1,
"1992P04005","2","1992","2","A","01","K",,"Sample","",,"92046",1,
"1992P04005","3","1992","2","A","01","K",,"Sample","",,"92047",1,
"1992P04005","4","1992","2","A","01","K",,"Sample","",,"92048",1,
"1992P04005","5","1992","2","A","01","K",,"Sample","",,"92049",1,
"1992P04005","6","1992","2","A","01","K",,"Sample","",,"92050",1,
"1992P04005","7","1992","2","A","01","K",,"Sample","",,"92051",1,
"1992P04005","8","1992","2","A","01","K",,"Sample","",,"92052",1,
"1992P04005","9","1992","2","A","01","K",,"Sample","",,"92053",1,
"1992P04006","1","1992","2","B","01","K",,"Sample","",,"92056",1,
"1992P04006","10","1992","2","B","01","K",,"Sample","",,"92065",1,
"1992P04006","11","1992","2","B","01","K",,"Sample","",,"92066",1,
"1992P04006","2","1992","2","B","01","K",,"Sample","",,"92057",1,
"1992P04006","3","1992","2","B","01","K",,"Sample","",,"92058",1,
"1992P04006","4","1992","2","B","01","K",,"Sample","",,"92059",1,
"1992P04006","5","1992","2","B","01","K",,"Sample","",,"92060",1,
"1992P04006","6","1992","2","B","01","K",,"Sample","",,"92061",1,
"1992P04006","7","1992","2","B","01","K",,"Sample","",,"92062",1,
"1992P04006","8","1992","2","B","01","K",,"Sample","",,"92063",1,
"1992P04006","9","1992","2","B","01","K",,"Sample","",,"92064",1,
"1992P04007","1","1992","2","C","01","K",,"Sample","",,"92067",1,
"1992P04007","10","1992","2","C","01","K",,"Sample","",,"92076",1,
"1992P04007","11","1992","2","C","01","K",,"Sample","",,"92077",1,
"1992P04007","2","1992","2","C","01","K",,"Sample","",,"92068",1,
"1992P04007","3","1992","2","C","01","K",,"Sample","",,"92069",1,
"1992P04007","4","1992","2","C","01","K",,"Sample","",,"92070",1,
"1992P04007","5","1992","2","C","01","K",,"Sample","",,"92071",1,
"1992P04007","6","1992","2","C","01","K",,"Sample","",,"92072",1,
"1992P04007","7","1992","2","C","01","K",,"Sample","",,"92073",1,
"1992P04007","8","1992","2","C","01","K",,"Sample","",,"92074",1,
"1992P04007","9","1992","2","C","01","K",,"Sample","",,"92075",1,
"1992P04008","1","1992","2","D","01","K",,"Sample","",,"92078",1,
"1992P04008","10","1992","2","D","01","K",,"Sample","",,"92087",1,
"1992P04008","11","1992","2","D","01","K",,"Sample","",,"92088",1,
"1992P04008","2","1992","2","D","01","K",,"Sample","",,"92079",1,
"1992P04008","3","1992","2","D","01","K",,"Sample","",,"92080",1,
"1992P04008","4","1992","2","D","01","K",,"Sample","",,"92081",1,
"1992P04008","5","1992","2","D","01","K",,"Sample","",,"92082",1,
"1992P04008","6","1992","2","D","01","K",,"Sample","",,"92083",1,
"1992P04008","7","1992","2","D","01","K",,"Sample","",,"92084",1,
"1992P04008","8","1992","2","D","01","K",,"Sample","",,"92085",1,
"1992P04008","9","1992","2","D","01","K",,"Sample","",,"92086",1,
"1992P04009","1","1992","3","A","01","K",,"Sample","",,"92089",1,
"1992P04009","10","1992","3","A","01","K",,"Sample","",,"92098",1,
"1992P04009","11","1992","3","A","01","K",,"Sample","",,"92099",1,
"1992P04009","2","1992","3","A","01","K",,"Sample","",,"92090",1,
"1992P04009","3","1992","3","A","01","K",,"Sample","",,"92091",1,
"1992P04009","4","1992","3","A","01","K",,"Sample","",,"92092",1,
"1992P04031","9","1992","7","A","01","K",,"Sample","",,"92273",1,
"1992P04032","1","1992","7","B","01","K",,"Sample","",,"92276",1,
"1992P04032","10","1992","7","B","01","K",,"Sample","",,"92285",1,
"1992P04032","11","1992","7","B","01","K",,"Sample","",,"92286",1,
"1992P04032","2","1992","7","B","01","K",,"Sample","",,"92277",1,
"1992P04032","3","1992","7","B","01","K",,"Sample","",,"92278",1,
"1992P04032","4","1992","7","B","01","K",,"Sample","",,"92279",1,
"1992P04032","5","1992","7","B","01","K",,"Sample","",,"92280",1,
"1992P04032","6","1992","7","B","01","K",,"Sample","",,"92281",1,
"1992P04032","7","1992","7","B","01","K",,"Sample","",,"92282",1,
"1992P04032","8","1992","7","B","01","K",,"Sample","",,"92283",1,
"1992P04032","9","1992","7","B","01","K",,"Sample","",,"92284",1,
"1992P04033","1","1992","7","C","01","K",,"Sample","",,"92287",1,
"1992P04033","10","1992","7","C","01","K",,"Sample","",,"92296",1,
"1992P04033","11","1992","7","C","01","K",,"Sample","",,"92297",1,
"1992P04033","2","1992","7","C","01","K",,"Sample","",,"92288",1,
"1992P04033","3","1992","7","C","01","K",,"Sample","",,"92289",1,
"1992P04033","4","1992","7","C","01","K",,"Sample","",,"92290",1,
"1992P04033","5","1992","7","C","01","K",,"Sample","",,"92291",1,
"1992P04033","6","1992","7","C","01","K",,"Sample","",,"92292",1,
"1992P04033","7","1992","7","C","01","K",,"Sample","",,"92293",1,
"1992P04033","8","1992","7","C","01","K",,"Sample","",,"92294",1,
"1992P04033","9","1992","7","C","01","K",,"Sample","",,"92295",1,
"1992P04034","1","1992","7","D","01","K",,"Sample","",,"92298",1,
"1992P04034","10","1992","7","D","01","K",,"Sample","",,"92307",1,
"1992P04034","11","1992","7","D","01","K",,"Sample","",,"92308",1,
"1992P04034","2","1992","7","D","01","K",,"Sample","",,"92299",1,
"1992P04034","3","1992","7","D","01","K",,"Sample","",,"92300",1,
"1992P04034","4","1992","7","D","01","K",,"Sample","",,"92301",1,
"1992P04034","5","1992","7","D","01","K",,"Sample","",,"92302",1,
"1992P04034","6","1992","7","D","01","K",,"Sample","",,"92303",1,
"1992P04034","7","1992","7","D","01","K",,"Sample","",,"92304",1,
"1992P04034","8","1992","7","D","01","K",,"Sample","",,"92305",1,
"1992P04034","9","1992","7","D","01","K",,"Sample","",,"92306",1,
"1992P04035","1","1992","7","E","01","K",,"Sample","",,"92309",1,
"1992P04035","10","1992","7","E","01","K",,"Sample","",,"92318",1,
"1992P04035","11","1992","7","E","01","K",,"Sample","",,"92319",1,
"1992P04035","2","1992","7","E","01","K",,"Sample","",,"92310",1,
"1992P04035","3","1992","7","E","01","K",,"Sample","",,"92311",1,
"1992P04035","4","1992","7","E","01","K",,"Sample","",,"92312",1,
"1992P04035","5","1992","7","E","01","K",,"Sample","",,"92313",1,
"1992P04035","6","1992","7","E","01","K",,"Sample","",,"92314",1,
"1992P04035","7","1992","7","E","01","K",,"Sample","",,"92315",1,
"1992P04035","8","1992","7","E","01","K",,"Sample","",,"92316",1,
"1992P04035","9","1992","7","E","01","K",,"Sample","",,"92317",1,
"1993P04001","1","1993","1","A","01","K",,"Sample","",,"93001",1,
"1993P04001","10","1993","1","A","01","K",,"Sample","",,"93010",1,
"1993P04001","11","1993","1","A","01","K",,"Sample","",,"93011",1,
"1993P04001","2","1993","1","A","01","K",,"Sample","",,"93002",1,
"1993P04001","3","1993","1","A","01","K",,"Sample","",,"93003",1,
"1993P04001","4","1993","1","A","01","K",,"Sample","",,"93004",1,
"1993P04001","5","1993","1","A","01","K",,"Sample","",,"93005",1,
"1993P04001","6","1993","1","A","01","K",,"Sample","",,"93006",1,
"1993P04001","7","1993","1","A","01","K",,"Sample","",,"93007",1,
"1993P04001","8","1993","1","A","01","K",,"Sample","",,"93008",1,
"1993P04001","9","1993","1","A","01","K",,"Sample","",,"93009",1,
"1993P04002","1","1993","1","B","01","K",,"Sample","",,"93012",1,
"1993P04002","10","1993","1","B","01","K",,"Sample","",,"93021",1,
"1993P04002","11","1993","1","B","01","K",,"Sample","",,"93022",1,
"1993P04002","2","1993","1","B","01","K",,"Sample","",,"93013",1,
"1993P04002","3","1993","1","B","01","K",,"Sample","",,"93014",1,
"1993P04002","4","1993","1","B","01","K",,"Sample","",,"93015",1,
"1993P04002","5","1993","1","B","01","K",,"Sample","",,"93016",1,
"1993P04002","6","1993","1","B","01","K",,"Sample","",,"93017",1,
